Time,accX,accY,accZ
1.184 sec,453.718,135.176,1228.296
1.186 sec,1189.378,295.118,1645.78
1.188 sec,1301.13,103.334,1162.66
1.19 sec,109.19,433.588,1265.384
1.192 sec,-998.326,-6.954,653.432
1.195 sec,-621.224,415.898,500.322
1.197 sec,-483.73,156.16,478.85
1.199 sec,-764.696,-445.422,242.414
1.202 sec,-573.644,249.856,1133.624
1.204 sec,-87.108,-46.604,915
1.206 sec,622.932,-253.516,912.804
1.208 sec,1306.864,-96.868,1674.084
1.211 sec,-195.078,-71.98,1087.508
1.213 sec,-729.072,102.724,837.53
1.215 sec,-729.072,188.612,634.888
1.217 sec,-380.152,-55.266,223.992
1.219 sec,-402.112,82.594,729.316
1.222 sec,-414.19,-180.804,1022.848
1.224 sec,40.26,-185.074,703.33
1.226 sec,813.13,-367.098,1377.014
1.229 sec,1225.368,15.128,2158.058
1.231 sec,880.108,-267.424,1279.658
1.233 sec,-188.978,-214.354,1209.264
1.235 sec,-818.01,170.19,740.174
1.238 sec,-344.284,-149.328,214.354
1.24 sec,-543.876,151.036,1006.622
1.242 sec,-706.38,-121.756,813.862
1.245 sec,43.676,-201.91,862.906
1.247 sec,1014.674,310.49,1559.404
1.249 sec,838.75,-217.526,857.294
1.251 sec,565.47,456.89,1433.622
1.254 sec,-603.9,164.212,1064.084
1.256 sec,-527.528,500.078,827.404
1.258 sec,-248.392,524.478,420.656
1.26 sec,-361.242,-102.968,127.978
1.263 sec,-399.794,-115.9,693.57
1.265 sec,-202.642,69.052,448.106
1.267 sec,339.282,-56.974,1197.674
1.269 sec,877.424,-153.354,1193.77
1.271 sec,1205.238,-402.234,1118.252
1.274 sec,-605.486,275.232,974.78
1.276 sec,-601.338,-100.284,405.284
1.278 sec,-601.338,-71.492,-13.054
1.28 sec,-361.852,-50.142,650.138
1.283 sec,-744.688,299.632,527.528
1.285 sec,-294.386,-39.406,711.504
1.287 sec,337.452,169.458,851.682
1.289 sec,1014.186,-375.272,799.222
1.292 sec,1128.622,-480.924,1425.448
1.294 sec,137.86,-306.464,1165.588
1.296 sec,-785.558,22.692,1405.928
1.298 sec,-526.674,-524.966,552.416
1.301 sec,-245.098,188.49,1320.65
1.303 sec,-387.838,-47.702,657.336
1.305 sec,-399.794,302.682,631.106
1.308 sec,475.678,185.928,752.74
1.31 sec,952.332,-384.178,1128.622
1.312 sec,1220.976,-257.298,1277.584
1.315 sec,235.338,351.482,1211.948
1.317 sec,-920.002,-131.882,898.286
1.319 sec,-779.946,-147.864,281.576
1.321 sec,-477.264,145.18,770.308
1.324 sec,-609.512,2.44,641.964
1.326 sec,-543.754,2.44,750.544
1.328 sec,-156.648,-23.912,993.202
1.33 sec,666.974,-72.102,1535.492
1.332 sec,1101.904,-305.122,1136.552
1.335 sec,2.684,59.17,1374.208
1.337 sec,-787.876,-239.486,61.488
1.339 sec,-432.002,168.848,603.412
1.341 sec,-369.538,365.146,763.232
1.343 sec,-348.188,228.018,586.942
1.346 sec,-127.734,503.982,942.816
1.348 sec,88.694,-31.598,627.934
1.35 sec,485.316,-135.176,1041.758
1.352 sec,1237.324,-4.88,1778.15
1.354 sec,1121.912,-130.296,963.19
1.357 sec,-43.066,-71.614,1256.966
1.359 sec,-1100.44,-347.578,496.784
1.361 sec,-582.672,155.916,485.194
1.364 sec,-583.77,-237.412,1136.064
1.366 sec,-797.636,209.596,924.516
1.368 sec,-470.676,209.596,833.992
1.37 sec,-26.718,53.436,935.13
1.373 sec,1151.558,285.968,1040.05
1.375 sec,675.27,551.196,1094.462
1.377 sec,-334.768,51.606,1051.396
1.379 sec,-759.084,-354.654,861.93
1.381 sec,-286.456,605.486,893.65
1.384 sec,-472.75,-309.758,210.328
1.386 sec,-494.466,-17.69,954.772
1.388 sec,-150.06,41.968,870.47
1.39 sec,53.68,-141.398,756.522
1.393 sec,953.674,-477.386,1613.328
1.395 sec,1213.29,-475.312,1613.328
