Time,accX,accY,accZ
1.112 sec,876.326,135.054,651.48
1.115 sec,-213.622,547.048,2018.002
1.117 sec,-667.95,265.594,902.19
1.119 sec,-925.858,-274.134,1515.606
1.122 sec,-96.502,53.436,251.564
1.124 sec,-85.644,252.052,747.006
1.126 sec,75.64,-310.246,289.384
1.128 sec,155.55,-328.912,968.558
1.131 sec,399.428,-218.746,1443.748
1.133 sec,1000.522,-171.776,1928.698
1.136 sec,1097.024,-349.53,634.4
1.138 sec,-520.452,-431.636,1456.07
1.141 sec,-1130.818,83.692,409.554
1.143 sec,-972.95,456.402,721.874
1.145 sec,-861.564,124.562,393.45
1.148 sec,-522.038,151.036,621.468
1.15 sec,-529.724,251.808,265.838
1.152 sec,640.622,242.902,1001.498
1.154 sec,1206.092,-93.696,1198.65
1.157 sec,-360.754,-140.788,1691.164
1.159 sec,-822.036,-22.448,1390.556
1.162 sec,-373.808,30.012,1057.374
1.164 sec,-153.476,516.548,577.426
1.166 sec,33.916,381.982,538.63
1.168 sec,129.442,-44.042,551.074
1.171 sec,466.528,-149.572,1278.194
1.173 sec,616.466,217.77,1490.352
1.175 sec,1156.682,-151.158,1200.48
1.178 sec,366.976,-21.228,1411.174
1.18 sec,-740.54,-178.974,841.556
1.183 sec,-788.974,234.85,798.368
1.185 sec,-783.24,232.898,863.15
1.187 sec,-1140.334,-119.316,868.884
1.19 sec,-63.562,-26.718,357.704
1.192 sec,-82.228,429.318,956.602
1.194 sec,927.322,-84.668,894.748
1.196 sec,1104.832,-54.168,1700.314
1.199 sec,-613.66,384.056,1355.42
1.201 sec,-589.138,54.046,1520.242
1.203 sec,-88.694,300.73,831.552
1.206 sec,-164.212,17.324,625.25
1.208 sec,-49.776,-129.442,773.48
1.21 sec,232.044,-185.928,611.098
1.213 sec,497.76,-158.356,1094.706
1.215 sec,861.32,-260.104,1744.112
1.217 sec,1480.226,-562.298,924.516
1.22 sec,-362.096,-5.978,1461.194
1.222 sec,-1277.34,-68.198,402.234
1.225 sec,-1213.168,37.82,412.97
1.227 sec,-756.766,93.208,688.202
1.229 sec,-774.456,11.956,865.956
1.231 sec,-607.316,267.302,257.298
1.234 sec,424.072,-101.016,750.056
1.236 sec,1072.868,-209.352,1174.128
1.238 sec,902.556,-289.384,1955.05
1.241 sec,-864.858,-16.104,1433.744
1.243 sec,-695.156,177.51,1138.626
1.246 sec,-0.61,285.602,691.862
1.248 sec,31.964,-64.782,846.558
1.25 sec,61.244,-420.9,587.796
1.252 sec,454.206,-43.554,877.79
1.254 sec,488.976,-239.12,1028.094
1.257 sec,973.316,21.472,1397.388
1.259 sec,1371.28,21.472,1155.34
1.261 sec,556.808,-80.886,587.552
1.263 sec,-566.934,598.166,1232.322
1.266 sec,-932.568,-47.58,397.598
1.268 sec,-1215.486,213.134,780.19
1.271 sec,-704.55,95.16,208.132
1.273 sec,-381.616,217.648,348.31
1.275 sec,760.548,-266.692,592.188
1.277 sec,1009.062,-22.936,1145.702
1.28 sec,345.016,-244.732,1587.22
1.282 sec,-319.152,70.394,691.252
1.284 sec,-850.706,818.986,662.826
1.287 sec,-106.75,265.228,977.098
1.289 sec,-2.44,-505.446,517.158
1.291 sec,178.852,-396.378,847.778
1.294 sec,390.888,-409.676,654.042
1.296 sec,593.774,-478.362,1015.772
1.298 sec,1503.162,-263.886,1954.562
1.301 sec,1504.138,65.88,993.324
1.303 sec,-217.77,90.89,769.576
1.305 sec,-1162.05,17.934,915.854
1.308 sec,-724.07,-30.378,534.97
1.31 sec,-1085.678,394.67,1253.428
1.312 sec,-396.378,370.27,256.2
1.315 sec,-18.788,21.35,220.454
1.317 sec,754.692,-189.832,1019.92
1.319 sec,1110.932,12.81,1172.542
1.321 sec,-105.286,113.704,1946.51
1.324 sec,-407.236,264.74,1464.61
1.326 sec,-863.15,211.06,828.258
1.328 sec,-68.686,-369.172,880.108
1.331 sec,140.3,-263.886,963.434
1.333 sec,120.292,-211.182,410.774
1.335 sec,472.384,-283.772,537.654
1.338 sec,889.868,-44.774,1481.446
1.34 sec,1349.808,120.902,2106.94
1.342 sec,1040.416,-13.42,685.884
1.345 sec,-479.704,-97.478,537.898
1.347 sec,-1099.708,554.246,1000.4
1.349 sec,-1075.796,738.832,394.304
1.352 sec,-907.802,195.688,456.402
1.354 sec,-565.348,13.42,120.536
1.356 sec,500.81,-156.77,340.258
1.359 sec,1261.358,8.906,1418.25
1.361 sec,911.95,-470.676,1248.792
1.363 sec,-476.41,-672.952,1606.374
1.366 sec,-836.92,-368.318,1229.516
1.368 sec,-726.266,-250.832,704.916
1.371 sec,-55.998,269.986,828.014
1.373 sec,66.368,-9.15,210.084
1.375 sec,162.138,339.282,467.26
1.377 sec,466.04,-51.606,1306.132
1.38 sec,1156.56,-222.284,1412.028
1.382 sec,1473.15,23.668,832.894
1.384 sec,363.072,40.016,919.514
1.386 sec,-810.446,211.426,804.468
1.389 sec,-876.814,133.468,852.902
1.391 sec,-809.836,-122.244,872.666
1.394 sec,-808.616,-294.02,541.924
1.396 sec,-318.908,-215.574,593.652
1.398 sec,709.796,-105.408,772.87
1.401 sec,822.646,-24.888,671.488
1.403 sec,349.896,50.264,1551.23
1.405 sec,-430.05,563.396,1605.764
1.408 sec,-871.202,521.55,935.252
1.41 sec,-258.884,537.654,440.542
1.412 sec,-315.492,169.092,468.602
1.415 sec,217.16,162.748,976.854
1.417 sec,354.532,-513.254,447.13
1.419 sec,692.472,-396.866,1437.892
1.422 sec,1644.438,-39.284,1919.792
1.424 sec,1241.716,-329.888,928.42
1.427 sec,-254.37,-106.628,805.322
1.429 sec,-1225.49,-106.628,840.702
