Time,accX,accY,accZ
1.528 sec,1025.044,-781.288,-50.02
1.53 sec,740.54,-262.788,1574.044
1.533 sec,-331.596,-359.168,1585.024
1.535 sec,-851.194,-295.85,1262.334
1.538 sec,-321.836,120.78,811.788
1.54 sec,-134.566,115.9,590.358
1.542 sec,25.254,253.882,633.546
1.545 sec,292.556,104.31,797.392
1.547 sec,493.734,-169.58,1310.524
1.549 sec,1093.12,-372.466,1131.428
1.551 sec,1408.856,15.738,1222.074
1.554 sec,94.672,-171.654,991.494
1.556 sec,-773.48,-127.368,1001.62
1.558 sec,-615.856,-372.588,679.418
1.561 sec,-788.852,-210.45,956.846
1.563 sec,-978.928,-63.684,701.256
1.566 sec,-102.114,-87.84,614.636
1.568 sec,685.884,-13.786,987.956
1.57 sec,1192.55,-2.928,848.876
